model,lmbda,rho,alpha,dobs,seed,X_rmse,Y_rmse,Z_rmse
pinn,0.1,28.0,0.0005,20,20,8.474175348752418,4.877628789467295,6.48111476658005
pinn,0.1,28.0,0.0005,20,21,8.473173716277014,4.86920804260958,6.482113019598382
pinn,0.1,28.0,0.0005,20,22,8.485007897105008,6.509568820877142,6.478619581929121
pinn,0.1,28.0,0.0005,20,23,8.461374274508957,4.91093073942154,6.478011006525445
pinn,0.1,28.0,0.0005,20,24,8.459696952389235,4.870424585713467,6.477228004092608
pinn,0.1,28.0,0.0005,20,25,8.480157317691317,5.276205082045121,6.493674955710294
pinn,0.1,28.0,0.0005,20,26,8.474280134881306,4.869837969028345,6.488817947278626
pinn,0.1,28.0,0.0005,20,27,8.461991964734754,4.88946801547636,6.478515911910014
pinn,0.1,28.0,0.0005,20,28,8.464963413838193,4.9107771217126,6.478130705366839
pinn,0.1,28.0,0.0005,20,29,8.47830801414881,4.9601494031761355,6.479616114945786
pinn,0.1,28.0,0.0005,20,3,8.477652012768827,4.990868080702711,6.480308837015588
pinn,0.1,28.0,0.0005,20,30,8.467893297629598,4.876499179945913,6.477979051916383
pinn,0.1,28.0,0.0005,20,31,8.473808604890516,4.881392593244554,6.481670779907958
pinn,0.1,28.0,0.0005,20,32,8.475106043368788,5.086505272169396,6.4855573416780885
pinn,0.1,28.0,0.0005,20,33,8.468915511417098,5.074690960602458,6.4973980239714795
pinn,0.1,28.0,0.0005,20,34,8.474683841957143,4.920315623465767,6.492666501006754
pinn,0.1,28.0,0.0005,20,35,8.471726908777503,5.031969524684363,6.481912846719099
pinn,0.1,28.0,0.0005,20,36,8.47097184814522,4.869370918442156,6.478216195228736
pinn,0.1,28.0,0.0005,20,37,8.461359723243282,5.765965000415114,6.478384672574667
pinn,0.1,28.0,0.0005,20,38,8.470631811668447,5.14094574734263,6.48434433244879
pinn,0.1,28.0,0.0005,20,39,8.465000600786109,4.8943767534255205,6.479284965840768
pinn,0.1,28.0,0.0005,20,4,8.48234475039943,5.455718312460779,6.487321938544969
pinn,0.1,28.0,0.0005,20,40,8.480466478285738,5.276066066334147,6.4820962575606575
pinn,0.1,28.0,0.0005,20,41,8.476983171768762,5.0219855467543315,6.488827300565126
pinn,0.1,28.0,0.0005,20,42,8.475790453335682,5.279124480512395,6.494367332886231
pinn,0.1,28.0,0.0005,20,43,8.468026057181161,4.954100337651542,6.48170946708696
pinn,0.1,28.0,0.0005,20,44,8.471907327626369,4.870686540729196,6.478946115188053
pinn,0.1,28.0,0.0005,20,45,8.472994161720582,4.918760207868835,6.480891955462843
pinn,0.1,28.0,0.0005,20,46,8.465586124067917,4.931294704943284,6.487931868798024
pinn,0.1,28.0,0.0005,20,47,8.453664936902388,4.90290642386391,6.477900918619083
pinn,0.1,28.0,0.0005,20,48,8.476609536761782,4.934100616889549,6.485727456753447
pinn,0.1,28.0,0.0005,20,49,8.480049009167104,5.310316013453759,6.48829402806588
pinn,0.1,28.0,0.0005,20,5,8.461718620911357,4.8704926366498515,6.482440020902209
pinn,0.1,28.0,0.0005,20,50,8.472404219460602,4.867219444859619,6.482489865792317
pinn,0.1,28.0,0.0005,20,51,8.47246079964067,4.8773568216547485,6.484157754918384
pinn,0.1,28.0,0.0005,20,52,8.468835720809714,4.87667872651211,6.497143286405644
pinn,0.1,28.0,0.0005,20,53,8.471405239429203,4.86786759785291,6.4890861087401035
pinn,0.1,28.0,0.0005,20,54,8.472195596829954,4.868824219066712,6.4780706320058705
pinn,0.1,28.0,0.0005,20,55,8.476896124667277,4.869003642312559,6.481118151452237
pinn,0.1,28.0,0.0005,20,56,8.464427900632813,4.896251486358339,6.478194597498757
pinn,0.1,28.0,0.0005,20,57,8.472521372648918,4.867415895583054,6.480325738053302
pinn,0.1,28.0,0.0005,20,58,8.458917743001809,4.881226581705984,6.4823460442309635
pinn,0.1,28.0,0.0005,20,59,8.463545854998316,4.896846945717595,6.478026891208534
pinn,0.1,28.0,0.0005,20,6,8.45852462161233,4.907701596367977,6.478024119481116
pinn,0.1,28.0,0.0005,20,60,8.484350122264697,5.643712190894657,6.481098516862618
pinn,0.1,28.0,0.0005,20,61,8.478285974556432,5.259010613553295,6.491334456880224
pinn,0.1,28.0,0.0005,20,62,8.475059329712725,4.87859696958581,6.479870067086961
pinn,0.1,28.0,0.0005,20,63,8.476402992417112,4.964220603106565,6.4799211624459785
pinn,0.1,28.0,0.0005,20,64,8.478087909971837,4.87925144707012,6.4799051896763995
pinn,0.1,28.0,0.0005,20,65,8.479505681529625,5.016227499101708,6.479559009472058
pinn,0.1,28.0,0.0005,20,66,8.470114675274921,4.869065124784375,6.4805306377649465
pinn,0.1,28.0,0.0005,20,67,8.470649401885916,4.882782232616624,6.478035022684828
pinn,0.1,28.0,0.0005,20,68,8.457618410479567,4.870585748793277,6.478048330283072
pinn,0.1,28.0,0.0005,20,69,8.476562562517664,4.956321210382166,6.478972273347455
pinn,0.1,28.0,0.0005,20,7,8.476041512939547,4.874643290945533,6.479396385401077
pinn,0.1,28.0,0.0005,20,70,8.477632234245474,4.867790147020124,6.477013554083816
pinn,0.1,28.0,0.0005,20,71,8.482608147443868,5.458542383732801,6.480540455608281
pinn,0.1,28.0,0.0005,20,72,8.46982458755387,4.894491146537534,6.477894838968579
pinn,0.1,28.0,0.0005,20,73,8.473926583040758,4.935284342365717,6.495328951856132
pinn,0.1,28.0,0.0005,20,74,8.463468047343772,5.937972651678439,6.52311927492449
pinn,0.1,28.0,0.0005,20,75,8.461976822449083,4.9042018418907904,6.478381873484978
pinn,0.1,28.0,0.0005,20,76,8.480233464313846,5.683988217573022,6.483975703530636
pinn,0.1,28.0,0.0005,20,77,8.471195726751093,4.962973666396412,6.481177086828968
pinn,0.1,28.0,0.0005,20,78,8.456959049791534,4.904573134085403,6.478119428535445
pinn,0.1,28.0,0.0005,20,79,8.459174936555554,4.867310808765965,6.48501780563253
pinn,0.1,28.0,0.0005,20,8,8.449496126237399,4.877822207393962,6.516743293527981
pinn,0.1,28.0,0.0005,20,80,8.484595502496248,5.756381096254977,6.475745587481186
pinn,0.1,28.0,0.0005,20,81,8.467544814967221,6.199892137137066,8.592470879517817
pinn,0.1,28.0,0.0005,20,82,8.472609783931336,4.883662747101062,6.477777792777753
pinn,0.1,28.0,0.0005,20,83,8.487780153343847,6.6936642379088545,6.477095255564835
pinn,0.1,28.0,0.0005,20,84,8.467705163810223,4.8799273953666695,6.480717083335819
pinn,0.1,28.0,0.0005,20,85,8.462559788789054,4.8739953871135615,6.477910614877099
pinn,0.1,28.0,0.0005,20,86,8.476117126598258,5.138444874971123,6.484221474141933
pinn,0.1,28.0,0.0005,20,87,8.453770845076518,4.8882920196965545,6.47788109641079
pinn,0.1,28.0,0.0005,20,88,8.478291907727439,5.851396355093747,6.475239686114382
pinn,0.1,28.0,0.0005,20,89,8.478591845249944,5.029832039589756,6.480198610433938
pinn,0.1,28.0,0.0005,20,9,8.47631787707533,4.894099245476755,6.481714250729784
pinn,0.1,28.0,0.0005,20,90,8.478076165880031,5.23276914150653,6.488176043043838
pinn,0.1,28.0,0.0005,20,91,8.475206359567313,4.960414429657641,6.478243180816427
pinn,0.1,28.0,0.0005,20,92,8.465107768058845,4.90450611433203,6.480084578557203
pinn,0.1,28.0,0.0005,20,93,8.459972071219962,4.882761429017264,6.478349622786012
pinn,0.1,28.0,0.0005,20,94,8.46737791406901,5.032486051337002,6.480109113614969
pinn,0.1,28.0,0.0005,20,95,8.484697747554112,5.823898645219654,6.481142528342208
pinn,0.1,28.0,0.0005,20,96,8.477389722220206,4.949491645264453,6.485787590689105
pinn,0.1,28.0,0.0005,20,97,8.458402306243773,4.867428630413759,6.478534326308586
pinn,0.1,28.0,0.0005,20,98,8.47572842592849,4.871855573489524,6.480992711448954
pinn,0.1,28.0,0.0005,20,99,8.472806880938943,4.870524451144191,6.481638742224139
pinn,1.0,23.0,0.0005,20,0,6.564734627431911,7.312812540926062,17.485537957570838
pinn,1.0,23.0,0.0005,20,1,6.517504765133534,7.320592879845166,17.428680755401842
pinn,1.0,23.0,0.0005,20,10,6.522788801723003,7.328756952133561,17.46335131428515
pinn,1.0,23.0,0.0005,20,11,6.5015036580706616,7.331187672016587,17.432885615554
pinn,1.0,23.0,0.0005,20,12,6.523525856902245,7.323634296652283,17.46558765139647
pinn,1.0,23.0,0.0005,20,13,6.524951477011215,7.322641569245063,17.452568300755722
pinn,1.0,23.0,0.0005,20,14,6.523123862924802,7.322409225748775,17.46728233330519
pinn,1.0,23.0,0.0005,20,15,6.52326138384302,7.322961451670399,17.464529482893095
pinn,1.0,23.0,0.0005,20,16,6.550012362695324,7.316468239934686,17.512753000395588
pinn,1.0,23.0,0.0005,20,17,6.527430234663552,7.331024805819506,17.485745448786794
pinn,1.0,23.0,0.0005,20,18,6.52179564693491,7.319102642014353,17.432935438015907
pinn,1.0,23.0,0.0005,20,19,6.530655929034163,7.32635717055636,17.464064662808717
pinn,1.0,23.0,0.0005,20,2,6.53481887083213,7.3084023902113,17.297257032369423
pinn,1.0,23.0,0.0005,20,20,6.524266447452574,7.323501881493125,17.464545716247574
pinn,1.0,23.0,0.0005,20,21,6.562446818301964,7.30056376084962,17.463928008863427
pinn,1.0,23.0,0.0005,20,22,6.523868229325359,7.327186540982154,17.45870902230206
pinn,1.0,23.0,0.0005,20,23,6.528382892121977,7.317511953484257,17.483925647774356
pinn,1.0,23.0,0.0005,20,24,6.520429802646179,7.325839282080719,17.45508372439925
pinn,1.0,23.0,0.0005,20,25,6.510983147788933,7.329867159931046,17.443054999335
pinn,1.0,23.0,0.0005,20,26,6.533179152926625,7.320036482659216,17.484425484920447
pinn,1.0,23.0,0.0005,20,27,6.524564099028489,7.3231346879712795,17.464192431169817
pinn,1.0,23.0,0.0005,20,28,6.5163082358771005,7.325530207771528,17.451154345368426
pinn,1.0,23.0,0.0005,20,29,6.534077744560512,7.327626498003649,17.482762880807442
pinn,1.0,23.0,0.0005,20,3,6.526261274286118,7.320872708250847,17.459467858369063
pinn,1.0,23.0,0.0005,20,30,5.193292329134169,6.532790385157931,8.131771624693664
pinn,1.0,23.0,0.0005,20,31,6.5200947688944755,7.3271953965534635,17.45977550220458
pinn,1.0,23.0,0.0005,20,32,6.522989999615462,7.324456558198188,17.459105707519047
pinn,1.0,23.0,0.0005,20,33,6.516830920561585,7.3333139216639776,17.464977648332702
pinn,1.0,23.0,0.0005,20,34,6.531948419752809,7.31101173819447,17.474765473062828
pinn,1.0,23.0,0.0005,20,35,6.515702104656833,7.322057462671999,17.468506799289166
pinn,1.0,23.0,0.0005,20,36,6.539813178053942,7.320049821533249,17.48405391939587
pinn,1.0,23.0,0.0005,20,37,6.494861451527809,7.329228024904547,17.452689793539445
pinn,1.0,23.0,0.0005,20,38,6.527993373665114,7.32097357119483,17.480043338980536
pinn,1.0,23.0,0.0005,20,39,6.519181638793774,7.327416105634493,17.497939649831395
pinn,1.0,23.0,0.0005,20,4,6.523812168257661,7.323830641319596,17.46258766508401
pinn,1.0,23.0,0.0005,20,40,6.520042565097009,7.323483926836148,17.491750146194146
pinn,1.0,23.0,0.0005,20,41,6.537068577280104,7.334978412171891,17.485560515105835
pinn,1.0,23.0,0.0005,20,42,6.534286111930215,7.321802038259803,17.465580931566468
pinn,1.0,23.0,0.0005,20,43,6.501654612765938,7.323223879429228,17.440159242255433
pinn,1.0,23.0,0.0005,20,44,6.540380236435469,7.325411821492364,17.473908671677176
pinn,1.0,23.0,0.0005,20,45,6.5209794405255685,7.32501190399949,17.459553587096398
pinn,1.0,23.0,0.0005,20,46,6.523329448151727,7.324135281461016,17.456222117411542
pinn,1.0,23.0,0.0005,20,47,6.523044584422363,7.325579828580304,17.4687474030791
pinn,1.0,23.0,0.0005,20,48,6.520323878382241,7.319365014933572,17.437283888289606
pinn,1.0,23.0,0.0005,20,49,6.510626107220184,7.327018838039334,17.458101232453686
pinn,1.0,23.0,0.0005,20,5,6.52819860089819,7.317009421216802,17.497200147536375
pinn,1.0,23.0,0.0005,20,50,6.522499876974662,7.322999562739589,17.462355046107902
pinn,1.0,23.0,0.0005,20,51,6.51626470475406,7.317388739632318,17.429489940504883
pinn,1.0,23.0,0.0005,20,52,6.509097223802049,7.306699213339062,17.47401915461503
pinn,1.0,23.0,0.0005,20,53,6.560545314499652,7.3096684682837285,17.508482028108556
pinn,1.0,23.0,0.0005,20,54,6.5272334536542225,7.325740275499027,17.46428432225186
pinn,1.0,23.0,0.0005,20,55,6.5239655948952215,7.324630406920374,17.464796132890875
pinn,1.0,23.0,0.0005,20,56,6.519951732727335,7.324406606986094,17.473085531980413
pinn,1.0,23.0,0.0005,20,57,6.515037884549609,7.330489184626851,17.44626010291953
pinn,1.0,23.0,0.0005,20,58,6.521231293019191,7.321398271642772,17.423075674910276
pinn,1.0,23.0,0.0005,20,59,6.523529973331122,7.323329567772925,17.459836974754793
pinn,1.0,23.0,0.0005,20,6,6.514655927309483,7.3357173966147515,17.38903449489686
pinn,1.0,23.0,0.0005,20,60,6.548786513716676,7.316227616468661,17.50164101916233
pinn,1.0,23.0,0.0005,20,61,6.544764239360167,7.296872081246017,17.494033648244155
pinn,1.0,23.0,0.0005,20,62,6.525330471184617,7.323597904971367,17.467397785579575
pinn,1.0,23.0,0.0005,20,63,6.522064139952765,7.327175211385933,17.466623355722273
pinn,1.0,23.0,0.0005,20,64,6.522156370232453,7.3235895982671595,17.462063157954987
pinn,1.0,23.0,0.0005,20,65,6.52136120073695,7.328851544331402,17.47668036995184
pinn,1.0,23.0,0.0005,20,66,6.5229437913419845,7.323308099494321,17.46378349883625
pinn,1.0,23.0,0.0005,20,67,6.499763112432243,7.33077997036828,17.449069972155907
pinn,1.0,23.0,0.0005,20,68,6.521732146166993,7.322484087202782,17.45439052555591
pinn,1.0,23.0,0.0005,20,69,6.505756527685782,7.3284906302693775,17.451845141431594
pinn,1.0,23.0,0.0005,20,7,6.510609997465471,7.324850766096987,17.452035220265
pinn,1.0,23.0,0.0005,20,70,6.522584438756184,7.323599532734509,17.464588119122098
pinn,1.0,23.0,0.0005,20,71,6.523871867063442,7.320776868803263,17.452275678649617
pinn,1.0,23.0,0.0005,20,72,6.50625824786931,7.332250982635054,17.486815438619384
pinn,1.0,23.0,0.0005,20,73,6.51931953912213,7.3317390500458215,17.41899683747607
pinn,1.0,23.0,0.0005,20,74,6.532913043798457,7.338612833297502,17.46727695239145
pinn,1.0,23.0,0.0005,20,75,6.515953825036018,7.32643755472911,17.459418798719824
pinn,1.0,23.0,0.0005,20,76,6.521986474752467,7.32273394075149,17.466571030242523
pinn,1.0,23.0,0.0005,20,77,6.527915152099513,7.331488392036704,17.46871018267204
pinn,1.0,23.0,0.0005,20,78,6.519992844234817,7.3266560013937925,17.458835051226583
pinn,1.0,23.0,0.0005,20,79,6.527902393361167,7.324166773484819,17.447274068440485
pinn,1.0,23.0,0.0005,20,8,6.524120685816296,7.32327137968989,17.464686358065048
pinn,1.0,23.0,0.0005,20,80,6.524458130904661,7.323248656054454,17.446947165748558
pinn,1.0,23.0,0.0005,20,81,6.529600831924311,7.323098664382255,17.43568868609689
pinn,1.0,23.0,0.0005,20,82,6.5284861409573525,7.319817563325967,17.45891905056835
pinn,1.0,23.0,0.0005,20,83,6.511449169518038,7.342946814085976,17.456206840498474
pinn,1.0,23.0,0.0005,20,84,6.52125597449598,7.319101109131558,17.449609817363033
pinn,1.0,23.0,0.0005,20,85,6.535336349074369,7.321205815217957,17.50126417292271
pinn,1.0,23.0,0.0005,20,86,6.497252749596096,7.332479363874138,17.419472765308186
pinn,1.0,23.0,0.0005,20,87,6.532942189513407,7.324093995211567,17.465964098474497
pinn,1.0,23.0,0.0005,20,88,6.522815955773736,7.3198260426875565,17.550551384728042
pinn,1.0,23.0,0.0005,20,89,6.523422491042278,7.323421329630375,17.462741452665078
pinn,1.0,23.0,0.0005,20,9,6.486410051421004,7.325129878092545,17.432765680743863
pinn,1.0,23.0,0.0005,20,90,6.524465723066792,7.328971376877171,17.47932779027179
pinn,1.0,23.0,0.0005,20,91,6.52173113291241,7.312282332780601,17.526553936691954
pinn,1.0,23.0,0.0005,20,92,6.522527211990408,7.3246178747651784,17.46080801362521
pinn,1.0,23.0,0.0005,20,93,6.524414410469465,7.331934655385937,17.49626129870189
pinn,1.0,23.0,0.0005,20,94,6.519771993964784,7.324659161280452,17.458773032062535
pinn,1.0,23.0,0.0005,20,95,6.488667817056637,7.334287475200579,17.416833112796393
pinn,1.0,23.0,0.0005,20,96,6.523416886984743,7.323237472508539,17.458369290864674
pinn,1.0,23.0,0.0005,20,97,6.525962257602443,7.323656793648761,17.46845110113369
pinn,1.0,23.0,0.0005,20,98,6.5113900374117835,7.334773398808034,17.444578107903443
pinn,1.0,23.0,0.0005,20,99,6.5166470699630965,7.3286273008974625,17.42899125395925
pinn,1.0,28.0,0.0005,20,0,7.745870645279404,8.540615799859978,21.777199083784367
pinn,1.0,28.0,0.0005,20,1,7.704050249108626,8.541182101302159,21.765817275354703
pinn,1.0,28.0,0.0005,20,10,7.767617695227653,8.53094953885619,21.770665643381772
pinn,1.0,28.0,0.0005,20,11,7.745215346244509,8.522250060834656,20.718647794352414
pinn,1.0,28.0,0.0005,20,12,7.7464901531600265,8.547416668119855,21.755787242946383
pinn,1.0,28.0,0.0005,20,13,7.795813653058383,8.50923879623563,21.83842571892044
pinn,1.0,28.0,0.0005,20,14,7.783051927407524,8.52170399939893,21.74655390927132
pinn,1.0,28.0,0.0005,20,15,7.770909714204351,8.517943439973891,21.805943623531086
pinn,1.0,28.0,0.0005,20,16,7.787208684704595,8.527993187699751,21.798094215525396
pinn,1.0,28.0,0.0005,20,17,7.766831761154339,8.524140678334334,21.76158501780253
pinn,1.0,28.0,0.0005,20,18,7.7763142352756915,8.523081383765444,21.759803260014717
pinn,1.0,28.0,0.0005,20,19,7.785654839577271,8.524813548585,21.81914120439751
pinn,1.0,28.0,0.0005,20,2,7.7830542017882465,8.525954621918356,21.806192164123814
pinn,1.0,28.0,0.0005,20,20,7.797681081911275,8.51613032859237,21.808036198517712
pinn,1.0,28.0,0.0005,20,21,3.1174802257983676,4.288128283976435,5.81969306727981
pinn,1.0,28.0,0.0005,20,22,7.799790554212307,8.515614646354736,21.859058556886453
pinn,1.0,28.0,0.0005,20,23,7.798554221567952,8.517930094275654,21.818940806718995
pinn,1.0,28.0,0.0005,20,24,7.7832561875759945,8.527988382949733,21.812176816252222
pinn,1.0,28.0,0.0005,20,25,7.786511109719142,8.525330787439518,21.81144242999396
pinn,1.0,28.0,0.0005,20,26,7.780833089651854,8.539017194997914,21.788217655957787
pinn,1.0,28.0,0.0005,20,27,7.786993496668296,8.522889147675514,21.800209992397637
pinn,1.0,28.0,0.0005,20,28,7.783197607271505,8.526597443152122,21.811027081617866
pinn,1.0,28.0,0.0005,20,29,7.779528619795945,8.527949034743276,21.795057673502015
pinn,1.0,28.0,0.0005,20,3,7.772532486272252,8.527085744278024,21.77555770880951
pinn,1.0,28.0,0.0005,20,30,7.793209786594699,8.507338927282932,21.813282069471338
pinn,1.0,28.0,0.0005,20,31,7.809285437659518,8.51549634548824,21.81919283554263
pinn,1.0,28.0,0.0005,20,32,7.756793717200165,8.542807617408288,21.752874162724584
pinn,1.0,28.0,0.0005,20,33,7.755201468483891,8.539528646727144,21.805289764136656
pinn,1.0,28.0,0.0005,20,34,7.79796332858059,8.51584730803175,21.81179381396997
pinn,1.0,28.0,0.0005,20,35,7.844571735189672,8.50882751841089,21.839828697980614
pinn,1.0,28.0,0.0005,20,36,7.781336693323101,8.508334443244802,21.767748312571918
pinn,1.0,28.0,0.0005,20,37,7.782355399901169,8.525865786469526,21.816217891838594
pinn,1.0,28.0,0.0005,20,38,7.771139024029088,8.54393894024857,21.748107308459538
pinn,1.0,28.0,0.0005,20,39,7.761406236473154,8.535581487769639,21.798718553434615
pinn,1.0,28.0,0.0005,20,4,7.784959888711783,8.53454104405433,21.819549126580124
pinn,1.0,28.0,0.0005,20,40,7.751926408611009,8.555830138618742,21.745485487666688
pinn,1.0,28.0,0.0005,20,41,3.4459466931668095,4.765373982729991,6.384747108490118
pinn,1.0,28.0,0.0005,20,42,7.772783269763439,8.532141457602926,21.77570347462699
pinn,1.0,28.0,0.0005,20,43,7.771424817941042,8.524141535754433,21.78384029059055
pinn,1.0,28.0,0.0005,20,44,7.782833689165856,8.514853466485903,21.809077056211926
pinn,1.0,28.0,0.0005,20,45,7.777921597020336,8.524375727163783,21.801025786631584
pinn,1.0,28.0,0.0005,20,46,7.790279575169823,8.523198217513677,21.806323325275677
pinn,1.0,28.0,0.0005,20,47,7.791634827744369,8.528095520975146,21.823116516943273
pinn,1.0,28.0,0.0005,20,48,7.775123596688188,8.529612964990452,21.818222340670406
pinn,1.0,28.0,0.0005,20,49,7.767758748612855,8.50370952059744,21.82100544481471
pinn,1.0,28.0,0.0005,20,5,7.787034465163869,8.526960419140988,21.8241541487487
pinn,1.0,28.0,0.0005,20,50,7.77876663294139,8.528759611854335,21.693505181051748
pinn,1.0,28.0,0.0005,20,51,7.769576025446299,8.531946259279094,21.79864516386317
pinn,1.0,28.0,0.0005,20,52,7.782425428251412,8.517453016875407,21.84133984478145
pinn,1.0,28.0,0.0005,20,53,7.797815359958158,8.518993947666434,21.767287342569347
pinn,1.0,28.0,0.0005,20,54,7.817510460083649,8.527399542893438,21.88999741828303
pinn,1.0,28.0,0.0005,20,55,7.783529181646601,8.521073275171789,21.8550022059294
pinn,1.0,28.0,0.0005,20,56,7.804462885131896,8.52226161260799,21.794868345922843
pinn,1.0,28.0,0.0005,20,57,7.759028376470566,8.53067704112254,21.788680933228882
pinn,1.0,28.0,0.0005,20,58,7.798037810626357,8.536347755146078,21.872341407600818
pinn,1.0,28.0,0.0005,20,59,7.7890170796554985,8.528952440975967,21.813758185964605
pinn,1.0,28.0,0.0005,20,6,7.784046022002635,8.526123178062765,21.820310334594293
pinn,1.0,28.0,0.0005,20,60,3.049994674184339,4.212517531543658,5.678213245236829
pinn,1.0,28.0,0.0005,20,61,7.792916869686077,8.522236931778902,21.811105290329092
pinn,1.0,28.0,0.0005,20,62,7.781145948294218,8.534524353318437,21.723616688104272
pinn,1.0,28.0,0.0005,20,63,7.778620858644725,8.531147384723528,21.771467549150632
pinn,1.0,28.0,0.0005,20,64,7.783608478691266,8.5166691416901,21.904838380467453
pinn,1.0,28.0,0.0005,20,65,7.7821153265291905,8.524611578465978,21.802051247845274
pinn,1.0,28.0,0.0005,20,66,7.765721948758698,8.533581272062543,21.824978269249126
pinn,1.0,28.0,0.0005,20,67,7.785554254967895,8.512203586744198,21.79027330658266
pinn,1.0,28.0,0.0005,20,68,7.783226115516598,8.533667470460097,21.843346328563666
pinn,1.0,28.0,0.0005,20,69,3.1686319141992083,4.361406478010597,5.900364983728711
pinn,1.0,28.0,0.0005,20,7,7.790396030562178,8.515480549538978,21.91241738039556
pinn,1.0,28.0,0.0005,20,70,7.768249581631842,8.545870389613524,21.806644342144956
pinn,1.0,28.0,0.0005,20,71,7.775675984273055,8.524226376504185,21.821311797295674
pinn,1.0,28.0,0.0005,20,72,7.772252665232636,8.520503114718403,21.80479323549779
pinn,1.0,28.0,0.0005,20,73,7.777988213121151,8.520677377375204,21.772585488823765
pinn,1.0,28.0,0.0005,20,74,7.772375527137819,8.527955271999355,21.789448982116713
pinn,1.0,28.0,0.0005,20,75,7.776743455123051,8.528914164494408,21.76981789001898
pinn,1.0,28.0,0.0005,20,76,7.772847355978727,8.509708603576664,21.81327715278671
pinn,1.0,28.0,0.0005,20,77,7.805001733298293,8.522257043229127,21.82087496323428
pinn,1.0,28.0,0.0005,20,78,7.714702398470706,8.493854712270279,21.424850820696985
pinn,1.0,28.0,0.0005,20,79,7.796246909846002,8.535355150553059,21.80100410883459
pinn,1.0,28.0,0.0005,20,8,7.709766146437119,8.58179625837032,17.57430179292618
pinn,1.0,28.0,0.0005,20,80,7.798851024775676,8.528786467265054,21.779812155261865
pinn,1.0,28.0,0.0005,20,81,7.76800751059416,8.534089152130711,21.776294033757907
pinn,1.0,28.0,0.0005,20,82,7.7944022112056475,8.51968454848212,21.819805766146047
pinn,1.0,28.0,0.0005,20,83,7.777187381707437,8.525479849780215,21.817388370186066
pinn,1.0,28.0,0.0005,20,84,7.774044183570913,8.531810107915486,21.807682229636413
pinn,1.0,28.0,0.0005,20,85,7.788769728809682,8.523962123556352,21.807515902433114
pinn,1.0,28.0,0.0005,20,86,7.777674497450831,8.519331834118933,21.755821133102476
pinn,1.0,28.0,0.0005,20,87,7.773754509267226,8.525385675627023,21.818609084153074
pinn,1.0,28.0,0.0005,20,88,7.782485401167021,8.521989808707735,21.775133477824692
pinn,1.0,28.0,0.0005,20,89,7.783928036819545,8.519944780924362,21.817314102445152
pinn,1.0,28.0,0.0005,20,9,7.797435408788395,8.524937282325329,21.803547227755583
pinn,1.0,28.0,0.0005,20,90,7.794768913295674,8.588170402832981,21.72110839922429
pinn,1.0,28.0,0.0005,20,91,7.783128719418156,8.525533400684198,21.819490223410174
pinn,1.0,28.0,0.0005,20,92,7.777519865674527,8.527389613588515,21.778463557277032
pinn,1.0,28.0,0.0005,20,93,7.776165946788637,8.540636551419997,21.79199887693375
pinn,1.0,28.0,0.0005,20,94,7.771281197656161,8.53108842587878,21.776275998223774
pinn,1.0,28.0,0.0005,20,95,7.789279099672851,8.52305469671244,21.79745439294261
pinn,1.0,28.0,0.0005,20,96,7.742251268932907,8.541343266888454,21.793639689918855
pinn,1.0,28.0,0.0005,20,97,7.752935027123034,8.54209566129668,21.758531587712678
pinn,1.0,28.0,0.0005,20,98,7.7831822183035575,8.52805464667273,21.79737452613637
pinn,1.0,28.0,0.0005,20,99,7.779401916880762,8.534194209065909,21.78686853665589
pinn,10.0,23.0,0.0005,20,0,5.191922925592806,6.552770757749891,8.168176949341115
pinn,10.0,23.0,0.0005,20,1,5.17257588818119,6.5086044556868154,8.091829497984133
pinn,10.0,23.0,0.0005,20,10,5.042986593196407,6.346686471387876,7.896910679157543
pinn,10.0,23.0,0.0005,20,11,5.131129653030557,6.437622507497717,7.974158130747677
pinn,10.0,23.0,0.0005,20,12,6.545531093965186,7.303172700417359,17.50255452248599
pinn,10.0,23.0,0.0005,20,13,5.10163932738881,6.4050609634893005,7.986018546209498
pinn,10.0,23.0,0.0005,20,14,5.1221867487924415,6.434409126252809,7.944069891543178
pinn,10.0,23.0,0.0005,20,15,5.092642092406365,6.395678140555604,7.889965573292687
pinn,10.0,23.0,0.0005,20,16,5.142206830059853,6.447791087186267,8.015381790685886
pinn,10.0,23.0,0.0005,20,17,5.087227953757569,6.349176571769959,7.843308720849662
pinn,10.0,23.0,0.0005,20,18,5.120446374518023,6.417290958097386,8.00376059242709
pinn,10.0,23.0,0.0005,20,19,5.062812454377418,6.331005762087206,7.8449118475087865
pinn,10.0,23.0,0.0005,20,2,5.148279283868883,6.460798505099186,8.140801185709043
pinn,10.0,23.0,0.0005,20,20,5.097112133566081,6.358826689082637,7.925302263516371
pinn,10.0,23.0,0.0005,20,21,5.1438278526084735,6.46653902051994,8.064424415167997
pinn,10.0,23.0,0.0005,20,22,5.074053604597863,6.340069938205199,7.875831522635144
pinn,10.0,23.0,0.0005,20,23,5.176456447567274,6.509194215082038,8.101243694421752
pinn,10.0,23.0,0.0005,20,24,5.065117277778067,6.384024689576733,7.747426124584182
pinn,10.0,23.0,0.0005,20,25,5.063119791222829,6.320195663188584,7.805398039174616
pinn,10.0,23.0,0.0005,20,26,5.136931812066219,6.444808344119917,7.987309643834112
pinn,10.0,23.0,0.0005,20,27,5.1635867211604545,6.50411000515624,8.1198104786373
