model,lmbda,rho,alpha,dobs,seed,betahat,betahat_LB,betahat_UB,betahat_err,rhohat,rhohat_LB,rhohat_UB,rhohat_err,sigmahat,sigmahat_LB,sigmahat_UB,sigmahat_err,X_rmse,Y_rmse,Z_rmse
magi,,23.0,0.05,10,78,2.683952629778798,2.5928764735384484,2.7756500940677875,0.017285963112131597,22.895360798637146,22.573740272306846,23.231796680676865,-0.1046392013628541,9.332198623483155,8.554484221854057,10.158066818088246,-0.6678013765168451,0.3396474914218548,0.5013971391479446,0.7465371430214222
magi,,23.0,0.05,10,79,2.5997799214042328,2.507830223603704,2.6912309715841722,-0.06688674526243377,23.270688407176586,22.941876731208737,23.606695266364557,0.2706884071765856,9.250176711743142,8.424073029600182,10.108198083085204,-0.7498232882568576,0.38847011918079005,0.614385751312011,0.6360254907709587
magi,,23.0,0.05,10,8,2.6843056787415693,2.595299306332702,2.776339936506266,0.017639012074902816,23.22722908155046,22.898902309042846,23.573458247887057,0.2272290815504583,8.754613753553745,8.021173256062745,9.521248749020657,-1.2453862464462553,0.40118365765875413,0.4835282713632294,0.5359750051372738
magi,,23.0,0.05,10,80,2.5204030544963887,2.4142241564374713,2.628251207193389,-0.14626361217027783,22.783029022046065,22.395693674329838,23.167863169918856,-0.2169709779539346,8.599403621570273,7.805018745667746,9.485430031535376,-1.4005963784297268,0.40238611711440386,0.48435608441365247,0.6447149282996437
magi,,23.0,0.05,10,81,2.6376478571399127,2.5446201470337138,2.731464610181434,-0.02901880952675384,23.045863838250483,22.72208317696134,23.381212049521814,0.04586383825048301,9.942212450621405,9.044005022591918,10.90782903367223,-0.057787549378595315,0.26644286890620267,0.36389294981230186,0.5631008119496456
magi,,23.0,0.05,10,82,2.6492784245683954,2.5546094623813813,2.7481708796116666,-0.017388242098271167,23.065815250275275,22.735701381379485,23.396471782415237,0.0658152502752749,9.229823550547499,8.411230873943433,10.089437660957604,-0.7701764494525012,0.330923160748437,0.41844625131520985,0.5876377401446509
magi,,23.0,0.05,10,83,2.6724403066346625,2.5689985366173347,2.7768127026984426,0.005773639967995958,22.7409988529595,22.354705836616585,23.10700503517526,-0.25900114704050026,9.161706237952092,8.288973631370528,10.101693582669881,-0.8382937620479076,0.4343967741665239,0.545639106373442,0.6425983086493876
magi,,23.0,0.05,10,84,2.6388058095033786,2.553122088161357,2.727097778488998,-0.0278608571632879,22.92801480123009,22.611407223433627,23.236395816031482,-0.07198519876990872,8.40383951153948,7.73275651440503,9.111517989916399,-1.5961604884605194,0.361538344282772,0.5111780229229793,0.5178990066751505
magi,,23.0,0.05,10,85,2.662977305416038,2.5709695027903257,2.758728142930096,-0.0036893612506285756,23.018763375768312,22.675599581084562,23.351434938192348,0.01876337576831233,8.874941744785326,8.150212827307985,9.740950490981131,-1.1250582552146735,0.4009292593182612,0.5643053847600195,0.6765119206442148
magi,,23.0,0.05,10,86,2.695402284943788,2.5938197558013925,2.7972484347207156,0.028735618277121677,23.086352274985902,22.72319442568441,23.44974744321963,0.08635227498590226,9.083408427361828,8.270278510429693,9.942192816439228,-0.9165915726381719,0.32675644784072844,0.4436419128483363,0.45431094795002286
magi,,23.0,0.05,10,87,2.605338516468849,2.506048724940689,2.705379629432866,-0.061328150197817344,22.948133960804896,22.62234546765996,23.28133172349543,-0.05186603919510446,8.841647920342103,8.111904508861915,9.666016957435044,-1.158352079657897,0.37733794151732913,0.42274813628655,0.5662357419356685
magi,,23.0,0.05,10,88,2.6441915713902993,2.5249301055544966,2.762899947940577,-0.022475095276367263,22.67920098639252,22.27265587796021,23.08611699970446,-0.32079901360748053,8.949071567203934,8.173681091166502,9.848021846805198,-1.0509284327960664,0.3845727018747389,0.43041772073568596,0.5731319396962062
magi,,23.0,0.05,10,89,2.6599961772945964,2.5604111253178403,2.7626972696239,-0.006670489372070154,22.76535308958511,22.426324151430382,23.126743454597808,-0.2346469104148916,9.207639753265624,8.393489861754105,10.07715426465748,-0.7923602467343756,0.34825444488850327,0.4088954806636284,0.4384504568936319
magi,,23.0,0.05,10,9,2.6748621021299073,2.5917687898812596,2.7594377587426324,0.008195435463240752,23.065402077675966,22.75403044628246,23.385686869646083,0.06540207767596584,8.802472195356312,8.092324750557337,9.600923544195,-1.1975278046436877,0.34839572537994473,0.45507147061143455,0.5446981314661684
